rule_id	subgroup	kind	subject	requirement	profile	authority	authority_sha256	test_count
N1-PUBLIC-f6c6b384190055f2e6d140c3	S06	PUBLIC_DECLARATION	NSR-CORE-008	The public declaration : in core must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-008	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	6
N1-PUBLIC-174e4e70dd30e5bb580de0d6	S03	PUBLIC_DECLARATION	NSR-CORE-009	The public declaration -> in core must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-009	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	7
N1-PUBLIC-ffa8df221f56f1026f18cefd	S03	PUBLIC_DECLARATION	NSR-CORE-010	The public declaration _ in core must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-010	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	13
N1-PUBLIC-1dc475a172d2a889f3a676d6	S03	PUBLIC_DECLARATION	NSR-CORE-011	The public declaration // in core must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-011	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	4
N1-PUBLIC-d5542f0adab915dc31d5fd71	S03	PUBLIC_DECLARATION	NSR-CORE-012	The public declaration + in core.numeric must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-012	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	9
N1-PUBLIC-77d61b140de7af4cea4c66e7	S03	PUBLIC_DECLARATION	NSR-CORE-013	The public declaration - in core.numeric must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-013	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	9
N1-PUBLIC-a1320d1d8768477e1d9f616e	S03	PUBLIC_DECLARATION	NSR-CORE-014	The public declaration * in core.numeric must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-014	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	9
N1-PUBLIC-c28d867d69411a276c472112	S03	PUBLIC_DECLARATION	NSR-CORE-015	The public declaration / in core.numeric must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-015	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	9
N1-PUBLIC-d836ced6bcbc26eeb63ac6d1	S03	PUBLIC_DECLARATION	NSR-CORE-016	The public declaration % in core.numeric must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-016	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	9
N1-PUBLIC-f76dde8b86993e2eb975705f	S03	PUBLIC_DECLARATION	NSR-CORE-017	The public declaration ^ in core.numeric must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-017	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	7
N1-PUBLIC-947dbacc5b8b1d8f4b7adc50	S03	PUBLIC_DECLARATION	NSR-CORE-018	The public declaration + in core.numeric must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-018	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	4
N1-PUBLIC-2ffa8e06869b38e8aa044187	S03	PUBLIC_DECLARATION	NSR-CORE-019	The public declaration - in core.numeric must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-019	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	4
N1-PUBLIC-8aa3114f59b96a60cde50914	S03	PUBLIC_DECLARATION	NSR-CORE-020	The public declaration ! in core.logic must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-020	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
N1-PUBLIC-f27b68fb29fb12013c4242b0	S03	PUBLIC_DECLARATION	NSR-CORE-021	The public declaration && in core.logic must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-021	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	6
N1-PUBLIC-c7b9321bdc78e40ba24167b6	S03	PUBLIC_DECLARATION	NSR-CORE-022	The public declaration || in core.logic must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-022	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	6
N1-PUBLIC-f6af19ba8aada1245ebb5c14	S03	PUBLIC_DECLARATION	NSR-CORE-023	The public declaration xor in core.logic_bits must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Equal Int/Bool/Bytes operands; immutable Bytes XOR requires equal lengths at most 4096; fromByte takes one Int and fromValues four Ints in 0..255; private initialized storage; ordered effects and two live outputs. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-023	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	51
N1-PUBLIC-ffafddcec61723507869c0c6	S03	PUBLIC_DECLARATION	NSR-CORE-024	The public declaration < in core.compare must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-024	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	9
N1-PUBLIC-e847ffc4d646d1bd749bfec8	S03	PUBLIC_DECLARATION	NSR-CORE-025	The public declaration <= in core.compare must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-025	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	9
N1-PUBLIC-87e29b308c4c72b0e7d3af64	S03	PUBLIC_DECLARATION	NSR-CORE-026	The public declaration > in core.compare must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-026	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	9
N1-PUBLIC-39608bfd345b671ca27cea42	S03	PUBLIC_DECLARATION	NSR-CORE-027	The public declaration >= in core.compare must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-027	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	9
N1-PUBLIC-15d680f301d90590b417bab6	S03	PUBLIC_DECLARATION	NSR-CORE-028	The public declaration == in core.eq must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-028	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	9
N1-PUBLIC-4b7f82eb079c0e1ec516e2a3	S03	PUBLIC_DECLARATION	NSR-CORE-029	The public declaration != in core.eq must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-029	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	9
