item_id	subject	defined_value	failure_policy	scope	authority	state
ID-PUBLIC-26eb1cc3efaf586156013b71	NSR-CORE-047	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; The linked receiver frame survives native Console and owned Text allocations; body effects occur once before the preserved return. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	operator:lateral-mutation	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-CORE-047	DECLARED
ID-PUBLIC-08c8301bf69c6f35087e43d6	NSR-DOM-001	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Native checked exact signed Int roots; nonintegral/invalid real roots trap through the arithmetic domain owner. Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	operator:wrong-unary-e2889a	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-001	DECLARED
ID-PUBLIC-fdc13381d00d100fe02deb4d	NSR-DOM-002	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Native checked exact signed Int roots; nonintegral/invalid real roots trap through the arithmetic domain owner. Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	operator:wrong-unary-e2889b	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-002	DECLARED
ID-PUBLIC-0aaf1c4f534d4c65ba8fd527	NSR-DOM-003	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Native checked exact signed Int roots; nonintegral/invalid real roots trap through the arithmetic domain owner. Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	operator:wrong-unary-e2889c	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-003	DECLARED
ID-PUBLIC-3f14ea90d8a94f4ae3b8f5b3	NSR-DOM-004	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	operator:wrong-unary-666163746f7269616c	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-004	DECLARED
ID-PUBLIC-f7c05bead291b5e6544a6231	NSR-DOM-005	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	operator:wrong-domain-e2889e	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-005	DECLARED
ID-PUBLIC-cccf8646004e3b1d67c9ca83	NSR-DOM-006	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	operator:wrong-domain-cf80	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-006	DECLARED
ID-PUBLIC-1c2ff3dda1c7b3d128eac9a5	NSR-DOM-007	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	operator:wrong-domain-cf84	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-007	DECLARED
ID-PUBLIC-7ccaad58bee301ddcc7eba3e	NSR-DOM-008	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Finite immutable Array<Int,N> domain; canonical checked constant fold in source order; empty identities 0/1; constant overflow is rejected with NEBO_TYPE_CONSTANT_OVERFLOW; later publication and explicit return remain in the shared Program. Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	operator:wrong-domain-e28891,operator:reduce-overflow-e28891	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-008	DECLARED
ID-PUBLIC-247308f8eebbe84e08df67be	NSR-DOM-009	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Finite immutable Array<Int,N> domain; canonical checked constant fold in source order; empty identities 0/1; constant overflow is rejected with NEBO_TYPE_CONSTANT_OVERFLOW; later publication and explicit return remain in the shared Program. Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	operator:wrong-domain-e2888f,operator:reduce-overflow-e2888f	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-009	DECLARED
ID-PUBLIC-b4a1cc1ca9553d16841c50a3	NSR-DOM-010	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	operator:wrong-domain-c2b1	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-010	DECLARED
ID-PUBLIC-aa38abbdf5bce095ce6e4f09	NSR-DOM-011	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	operator:wrong-domain-e28988	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-011	DECLARED
ID-PUBLIC-77ed037837f30181289aebfb	NSR-DOM-012	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	operator:wrong-domain-e28989	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-012	DECLARED
ID-PUBLIC-a781a4c2f24d9a2b67a9e288	NSR-DOM-013	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	operator:wrong-domain-e289a1	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-013	DECLARED
ID-PUBLIC-5e4e98f9125aa0de261d06e2	NSR-DOM-014	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	operator:wrong-domain-e288a3	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-014	DECLARED
ID-PUBLIC-28a4ddd304f7a7b9e2843017	NSR-DOM-015	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	operator:wrong-domain-e288a4	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-015	DECLARED
ID-PUBLIC-b2b6d1ed02b0d6cc041b6bad	NSR-DOM-016	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	operator:wrong-unary-666c6f6f72	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-016	DECLARED
ID-PUBLIC-9727d4706ea39de68220ef36	NSR-DOM-017	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	operator:wrong-unary-6365696c	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-017	DECLARED
ID-PUBLIC-e6e87512bb9f6bd0c170d39d	NSR-DOM-018	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	operator:wrong-domain-e2889d	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-018	DECLARED
ID-PUBLIC-4b74f4c2b9898a033d4f707f	NSR-DOM-019	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	operator:wrong-domain-c2b0	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-019	DECLARED
ID-PUBLIC-68868e7209c90ef2b637226e	NSR-DOM-020	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	operator:wrong-domain-e280b0	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-020	DECLARED
ID-PUBLIC-cfcb433a8926ee9ffe210ebb	NSR-DOM-021	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	operator:wrong-domain-e280b1	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-021	DECLARED
ID-PUBLIC-1317c51b6bd0f0c367906b89	NSR-DOM-022	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	operator:wrong-domain-c2b043	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-022	DECLARED
ID-PUBLIC-89514a0fb4a26a3af3f7e557	NSR-DOM-023	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	operator:wrong-domain-c2b046	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-023	DECLARED
ID-PUBLIC-6d6b6ab9478a23e5e503c042	NSR-DOM-024	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Current G133 finite immutable Array<Int,N> set profile with distinct values in 0..62; canonical mask/cardinality owner; independent Python set operations. This does not substitute for the separately proved native Dict/Set APIs. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	operator:wrong-set-e28888	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-024	DECLARED
ID-PUBLIC-b42706e891f5607a73cb573a	NSR-DOM-025	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Current G133 finite immutable Array<Int,N> set profile with distinct values in 0..62; canonical mask/cardinality owner; independent Python set operations. This does not substitute for the separately proved native Dict/Set APIs. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	operator:wrong-set-e28889	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-025	DECLARED
ID-PUBLIC-441cd9343bb9792f2a30dd2b	NSR-DOM-026	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Current G133 finite immutable Array<Int,N> set profile with distinct values in 0..62; canonical mask/cardinality owner; independent Python set operations. This does not substitute for the separately proved native Dict/Set APIs. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	operator:wrong-set-e288aa	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-026	DECLARED
ID-PUBLIC-1d25c638f7eae27b1acc7904	NSR-DOM-027	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Current G133 finite immutable Array<Int,N> set profile with distinct values in 0..62; canonical mask/cardinality owner; independent Python set operations. This does not substitute for the separately proved native Dict/Set APIs. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	operator:wrong-set-e288a9	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-DOM-027	DECLARED
