identity	name	module	layer	tier	rule_id	classification	reason
NSR-DOM-037	×	std.linalg.geometry	STDLIB	STABLE_1_0	N1-PUBLIC-254252d7d68d8b29ec9b8bb3	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements. Typed infix statement profile additionally supports Int extents 1..64 (cross/parallel exactly 3), tensor result at most 64 lanes; native checked kernels, distinct owned results, ordered operands and explicit program return.
NSR-DOM-038	⊙	std.linalg	STDLIB	STABLE_1_0	N1-PUBLIC-b261da33fecc7502297dafe9	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements. Typed infix statement profile additionally supports Int extents 1..64 (cross/parallel exactly 3), tensor result at most 64 lanes; native checked kernels, distinct owned results, ordered operands and explicit program return.
NSR-DOM-039	⊗	std.linalg	STDLIB	STABLE_1_0	N1-PUBLIC-201fd4d7f46be7faae6a4b25	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements. Typed infix statement profile additionally supports Int extents 1..64 (cross/parallel exactly 3), tensor result at most 64 lanes; native checked kernels, distinct owned results, ordered operands and explicit program return.
NSR-DOM-040	⊕	std.linalg	STDLIB	STABLE_1_0	N1-PUBLIC-c7671f7444b6de888fef16e5	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements.
NSR-DOM-041	ᵀ	std.linalg	STDLIB	STABLE_1_0	N1-PUBLIC-e5b3f118142127f104034823	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements.
NSR-DOM-042	†	std.linalg.complex	STDLIB	STABLE_1_0	N1-PUBLIC-1828590c4b38953450fce602	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements.
NSR-DOM-043	⁻¹	std.linalg	STDLIB	STABLE_1_0	N1-PUBLIC-80b6f7336fbd2ab320bab736	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements.
NSR-DOM-044	‖x‖	std.linalg	STDLIB	STABLE_1_0	N1-PUBLIC-bbc1f54c2ecda50b633e9475	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements.
NSR-DOM-045	⟨u,v⟩	std.linalg	STDLIB	STABLE_1_0	N1-PUBLIC-2117900605500db30c488e04	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements.
NSR-DOM-046	∘	std.functional	STDLIB	STABLE_1_0	N1-PUBLIC-6496e233343964b700bbe8a5	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements.
NSR-DOM-047	⟂	std.linalg.geometry	STDLIB	STABLE_1_0	N1-PUBLIC-0f708c05a592cea86c9798a2	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements. Typed infix statement profile additionally supports Int extents 1..64 (cross/parallel exactly 3), tensor result at most 64 lanes; native checked kernels, distinct owned results, ordered operands and explicit program return.
NSR-DOM-048	∥	std.geometry	STDLIB	STABLE_1_0	N1-PUBLIC-5831dd94bae09d6cb655a901	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements. Typed infix statement profile additionally supports Int extents 1..64 (cross/parallel exactly 3), tensor result at most 64 lanes; native checked kernels, distinct owned results, ordered operands and explicit program return.
NSR-DOM-049	∫	std.calculus	STDLIB	STABLE_1_0	N1-PUBLIC-a0f0c8e43beb532c974c8bbb	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Explicit finite samples, dimensions, method, tolerance/step and budget in the current checked calculus grammar; exact rational/integer observations; no implicit integration domain, numeric truncation, live solver or hidden callback.
NSR-DOM-050	∬	std.calculus	STDLIB	STABLE_1_0	N1-PUBLIC-57d9b36a2f42c74436b04265	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Explicit finite samples, dimensions, method, tolerance/step and budget in the current checked calculus grammar; exact rational/integer observations; no implicit integration domain, numeric truncation, live solver or hidden callback.
NSR-DOM-051	∭	std.calculus	STDLIB	STABLE_1_0	N1-PUBLIC-500eaa399db7165cb2120fdf	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Explicit finite samples, dimensions, method, tolerance/step and budget in the current checked calculus grammar; exact rational/integer observations; no implicit integration domain, numeric truncation, live solver or hidden callback.
NSR-DOM-052	∮	std.calculus	STDLIB	STABLE_1_0	N1-PUBLIC-7acf68cdae99cd50c126f130	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Explicit finite samples, dimensions, method, tolerance/step and budget in the current checked calculus grammar; exact rational/integer observations; no implicit integration domain, numeric truncation, live solver or hidden callback.
NSR-DOM-053	∂	std.calculus	STDLIB	STABLE_1_0	N1-PUBLIC-c7b9b9dd2560b3603daa32c0	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Explicit finite samples, dimensions, method, tolerance/step and budget in the current checked calculus grammar; exact rational/integer observations; no implicit integration domain, numeric truncation, live solver or hidden callback.
NSR-DOM-054	∇	std.calculus	STDLIB	STABLE_1_0	N1-PUBLIC-eeca64d3406b6fae70ff9824	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Explicit finite samples, dimensions, method, tolerance/step and budget in the current checked calculus grammar; exact rational/integer observations; no implicit integration domain, numeric truncation, live solver or hidden callback.
NSR-DOM-055	∇·	std.calculus	STDLIB	STABLE_1_0	N1-PUBLIC-5d55df0a3fb03d6f2746948a	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Explicit finite samples, dimensions, method, tolerance/step and budget in the current checked calculus grammar; exact rational/integer observations; no implicit integration domain, numeric truncation, live solver or hidden callback.
NSR-DOM-056	∇×	std.calculus	STDLIB	STABLE_1_0	N1-PUBLIC-97f080720c6783e1b4891216	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Explicit finite samples, dimensions, method, tolerance/step and budget in the current checked calculus grammar; exact rational/integer observations; no implicit integration domain, numeric truncation, live solver or hidden callback.
NSR-DOM-057	Δ	std.calculus	STDLIB	STABLE_1_0	N1-PUBLIC-d21fbdab3cf3f5809df60a50	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Explicit finite samples, dimensions, method, tolerance/step and budget in the current checked calculus grammar; exact rational/integer observations; no implicit integration domain, numeric truncation, live solver or hidden callback.
NSR-DOM-058	∼	std.probability	STDLIB	STABLE_1_0	N1-PUBLIC-d74f74d56519b79b0de509a1	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Explicit bounded model/distribution metadata and finite rational conditional probabilities; independence is an explicit model assumption, not an inferred statistical proof.
NSR-DOM-059	⫫	std.probability	STDLIB	STABLE_1_0	N1-PUBLIC-eca42fdaaf7918e2f3b3063d	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Explicit bounded model/distribution metadata and finite rational conditional probabilities; independence is an explicit model assumption, not an inferred statistical proof.
NSR-DOM-060	|	std.probability	STDLIB	STABLE_1_0	N1-PUBLIC-40d84bd329e607b9f5dee6fc	NORMATIVE_STABLE_PROFILE	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Explicit bounded model/distribution metadata and finite rational conditional probabilities; independence is an explicit model assumption, not an inferred statistical proof.
